,Unnamed: 0,Unnamed: 0.1,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1056,1056,5435132,54772,53,17,1574,1,1,42.0,102.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,1574.0,0.0,1574.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,635.3240152477763,635.3240152477763,42.0,102.0,62.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,93.0,42.0,102.0,0,0,0,0,0,0,1,42,1,102,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1057,1057,7325900,49800,80,6,58,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,34482.758620689645,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2238,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1058,1058,3456417,80,32780,6,63015165,4,5,935.0,400.0,935.0,0.0,233.75,467.50000000000006,400.0,0.0,80.0,178.88543819998318,7876895.625000001,22220556.482391134,62869839.0,6.0,138926.0,46308.66666666667,79785.7735334648,138437.0,27.0,63014670.0,15753667.499999998,31410845.426347554,62869839.0,259.0,0,0,0,0,136,168,0.06347678372341006,0.07934597965426259,0.0,935.0,133.49999999999997,308.4013438506533,95111.38888888886,1,0,0,0,1,0,0,0,1.0,148.33333333333334,233.75,80.0,0,0,0,0,0,0,4,935,5,400,-1,211,1,0,6394.0,0.0,6394.0,6394.0,62869839.0,0.0,62869839.0,62869839.0,1
1059,1059,5208693,51755,443,6,303921,9,6,516.0,2879.0,198.0,0.0,57.33333333333334,84.31043826241209,1430.0,0.0,479.83333333333326,624.5146648932006,21708.642857142848,38040.12173523986,95129.0,1.0,303921.0,37990.125,44597.16103212177,95375.0,20.0,208449.0,41689.8,57303.55081231878,112836.0,1.0,0,0,0,0,192,132,29.612958630696788,19.741972420464528,0.0,1430.0,212.18750000000003,424.0759709847596,179840.42916666667,0,0,1,1,0,0,0,1,0.0,226.3333333333333,57.33333333333334,479.83333333333326,0,0,0,0,0,0,9,516,6,2879,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1060,1060,3316608,80,35826,6,4682281,4,5,935.0,642.0,935.0,0.0,233.75,467.50000000000006,321.0,0.0,128.4,175.8189409591583,585285.125,1529203.1914978689,4364474.0,5.0,317802.0,105934.0,152550.96331062613,280791.0,51.0,4645263.0,1161315.75,2138046.1047756313,4364474.0,4781.0,0,0,0,0,136,168,0.8542844822854503,1.067855602856813,0.0,935.0,157.70000000000005,303.976260037962,92401.56666666668,0,0,0,0,1,0,0,0,1.0,175.22222222222226,233.75,128.4,0,0,0,0,0,0,4,935,5,642,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1061,1061,3595573,80,52464,6,4428967,4,4,935.0,396.0,935.0,0.0,233.75,467.50000000000006,396.0,0.0,99.0,198.0,632709.5714285715,1620015.7890472198,4306031.0,6.0,122922.0,40974.0,38931.951453786634,77512.0,24.0,4383551.0,1461183.6666666663,2463911.924359581,4306031.0,7221.0,0,0,0,0,136,136,0.90314513519744,0.90314513519744,0.0,935.0,147.88888888888889,322.9165698924586,104275.11111111114,0,0,0,0,1,0,0,0,1.0,166.375,233.75,99.0,0,0,0,0,0,0,4,935,4,396,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1062,1062,3406059,80,58108,6,4177333,4,4,935.0,310.0,935.0,0.0,233.75,467.50000000000006,310.0,0.0,77.5,155.0,596761.857142857,1535438.801991299,4078412.0,7.0,98914.0,32971.33333333333,28582.817956481013,51461.0,50.0,4129873.0,1376624.3333333335,2339954.719541456,4078412.0,321.0,0,0,0,0,136,136,0.9575487517992941,0.9575487517992941,0.0,935.0,138.33333333333334,315.8520223142476,99762.5,0,0,0,0,1,0,0,0,1.0,155.625,233.75,77.5,0,0,0,0,0,0,4,935,4,310,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1063,1063,3141550,58576,53,17,479,1,1,78.0,174.0,78.0,78.0,78.0,0.0,174.0,174.0,174.0,0.0,479.0,0.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2087.6826722338205,2087.6826722338205,78.0,174.0,110.0,55.42562584220408,3072.0,0,0,0,0,0,0,0,0,1.0,165.0,78.0,174.0,0,0,0,0,0,0,1,78,1,174,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1064,1064,3263772,80,57110,6,4404591,4,4,935.0,291.0,935.0,0.0,233.75,467.50000000000006,291.0,0.0,72.75,145.5,629227.2857142857,1659129.83989527,4391773.0,4.0,12811.0,4270.333333333334,4476.324533960125,8945.0,23.0,4400721.0,1466907.0,2533011.704305963,4391773.0,296.0,0,0,0,0,136,136,0.908143344069858,0.908143344069858,0.0,935.0,136.22222222222223,314.62230442936567,98987.19444444444,0,0,0,0,1,0,0,0,1.0,153.25,233.75,72.75,0,0,0,0,0,0,4,935,4,291,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1065,1065,1847659,50163,80,6,116126645,16,14,445.0,706.0,434.0,0.0,27.812500000000004,108.31756936588509,706.0,0.0,50.42857142857142,188.68643679017163,4004367.0689655175,4848479.530393309,10012695.0,19.0,116126645.0,7741776.333333334,4178531.684508082,10109049.0,194.0,111392222.0,8568632.461538462,3760458.629656995,10110966.0,94594.0,0,0,0,0,332,424,0.13778061012612566,0.12055803386035994,0.0,706.0,37.129032258064505,146.5227495272739,21468.916129032248,0,0,1,1,0,0,0,1,0.0,38.36666666666667,27.8125,50.42857142857143,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,119376.0,76243.91175169332,349260.0,96352.0,10007190.272727273,18040.973189331664,10012695.0,9952795.0,0
1066,1066,3214357,80,32942,6,4501489,4,4,935.0,375.0,935.0,0.0,233.75,467.50000000000006,375.0,0.0,93.75,187.5,643069.8571428572,1678746.1930735125,4449915.0,5.0,51569.0,17189.666666666664,25488.13724722412,46476.0,21.0,4496390.0,1498796.6666666663,2555846.6802244484,4449915.0,266.0,0,0,0,0,136,136,0.8885948627220903,0.8885948627220903,0.0,935.0,145.55555555555554,320.9696680027223,103021.52777777775,0,0,0,0,1,0,0,0,1.0,163.75,233.75,93.75,0,0,0,0,0,0,4,935,4,375,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1067,1067,3512956,80,44454,6,4623929,4,5,935.0,742.0,935.0,0.0,233.75,467.50000000000006,371.0,0.0,148.4,203.20506883441658,577991.1249999999,1484303.376881024,4244076.0,8.0,379845.0,126615.0,182539.8622575354,335862.0,24.0,4579936.0,1144984.0,2069524.940809364,4244076.0,9156.0,0,0,0,0,136,168,0.8650651859057523,1.0813314823821905,0.0,935.0,167.7,310.6040888333572,96474.9,0,0,0,0,1,0,0,0,1.0,186.33333333333331,233.75,148.4,0,0,0,0,0,0,4,935,5,742,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1068,1068,1744808,80,52069,6,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1278,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1069,1069,7346150,52925,3389,6,3387295,14,9,1492.0,1731.0,773.0,0.0,106.57142857142857,203.14553869113118,1179.0,0.0,192.3333333333333,386.0744746807279,153967.95454545456,219910.4668232652,951582.0,32.0,3387295.0,260561.1538461539,326003.2892995729,1252585.0,31533.0,3322527.0,415315.875,305195.0200171488,951582.0,135975.0,0,0,0,0,292,192,4.133091449076623,2.656987360120686,0.0,1179.0,134.29166666666669,278.81932425804007,77740.21557971011,0,0,1,1,0,0,0,1,0.0,140.1304347826087,106.57142857142857,192.3333333333333,0,0,0,0,0,0,14,1492,9,1731,8192,64000,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1070,1070,3563486,80,46412,6,4484532,4,4,935.0,361.0,935.0,0.0,233.75,467.50000000000006,361.0,0.0,90.25,180.5,640647.4285714285,1585845.0276048263,4232796.0,7.0,251729.0,83909.66666666666,111697.27262710284,210698.0,26.0,4443492.0,1481164.0,2385289.166421757,4232796.0,489.0,0,0,0,0,136,136,0.8919548349749763,0.8919548349749763,0.0,935.0,144.0,319.7502931976764,102240.25,0,0,0,0,1,0,0,0,1.0,162.0,233.75,90.25,0,0,0,0,0,0,4,935,4,361,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1071,1071,3435857,80,58536,6,4429667,4,4,935.0,353.0,935.0,0.0,233.75,467.50000000000006,353.0,0.0,88.25,176.5,632809.5714285715,1625814.3704858453,4318995.0,6.0,110652.0,36884.0,50397.87534212132,94314.0,27.0,4413323.0,1471107.6666666663,2466782.373081244,4318995.0,596.0,0,0,0,0,136,136,0.9030024153057102,0.9030024153057102,0.0,935.0,143.11111111111111,319.0820601524177,101813.36111111114,0,0,0,0,1,0,0,0,1.0,161.0,233.75,88.25,0,0,0,0,0,0,4,935,4,353,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1072,1072,6967910,53454,53,17,242,1,1,33.0,49.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,242.0,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4132.231404958678,4132.231404958678,33.0,49.0,38.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,57.5,33.0,49.0,0,0,0,0,0,0,1,33,1,49,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1073,1073,2402658,50909,443,6,5869830,8,5,316.0,3644.0,192.0,0.0,39.5,69.68500556073738,1460.0,0.0,728.8,687.5995927863833,489152.5,1569116.8341641044,5469391.0,1.0,5869830.0,838547.1428571426,2042986.157454934,5469391.0,13.0,230169.0,57542.25,66417.59145173816,117745.0,1.0,0,0,0,0,172,112,1.3629014809628217,0.8518134256017635,0.0,1460.0,282.85714285714283,516.8900875789384,267175.3626373626,0,0,1,1,0,0,0,1,0.0,304.61538461538464,39.5,728.8,0,0,0,0,0,0,8,316,5,3644,8192,1026,3,20,400426.0,0.0,400426.0,400426.0,5469391.0,0.0,5469391.0,5469391.0,0
1074,1074,5437037,52959,53,17,12220,1,1,45.0,106.0,45.0,45.0,45.0,0.0,106.0,106.0,106.0,0.0,12220.0,0.0,12220.0,12220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,81.83306055646482,81.83306055646482,45.0,106.0,65.33333333333333,35.21836642056717,1240.3333333333333,0,0,0,0,0,0,0,0,1.0,98.0,45.0,106.0,0,0,0,0,0,0,1,45,1,106,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1075,1075,1088948,50308,80,6,22871277,6,7,433.0,1805.0,431.0,0.0,72.16666666666667,175.79239649844547,1460.0,0.0,257.85714285714283,545.46507024478,1905939.75,3858564.9249801794,10014814.0,9.0,20184138.0,4036827.6,5464691.051270082,10031067.0,258.0,22840752.0,3806792.0,4932481.959117824,10045807.0,20.0,0,0,0,0,132,176,0.2623377785158214,0.30606074160179164,0.0,1460.0,159.85714285714286,399.8680276796828,159894.4395604396,0,0,0,1,0,0,0,0,1.0,172.15384615384616,72.16666666666667,257.85714285714283,0,0,0,0,0,0,6,433,7,1805,8192,946,3,20,84620.5,75853.4657382245,138257.0,30984.0,10007448.5,10416.389993659031,10014814.0,10000083.0,0
1076,1076,3326209,80,35790,6,4297301,4,4,935.0,366.0,935.0,0.0,233.75,467.50000000000006,366.0,0.0,91.5,183.0,613900.1428571428,1591311.1991819227,4222224.0,6.0,75071.0,25023.666666666664,36902.75364160964,67408.0,25.0,4289631.0,1429877.0,2418474.586560504,4222224.0,267.0,0,0,0,0,136,136,0.9308168080383478,0.9308168080383478,0.0,935.0,144.55555555555554,320.1785092378591,102514.27777777775,0,0,0,0,1,0,0,0,1.0,162.625,233.75,91.5,0,0,0,0,0,0,4,935,4,366,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1077,1077,3207505,80,41680,6,4512466,4,4,935.0,379.0,935.0,0.0,233.75,467.50000000000006,379.0,0.0,94.75,189.5,644638.0000000001,1682740.233731081,4460526.0,5.0,51935.0,17311.666666666664,27937.37112423668,49543.0,33.0,4510068.0,1503356.0,2561088.8196944674,4460526.0,1638.0,0,0,0,0,136,136,0.8864332717409948,0.8864332717409948,0.0,935.0,146.0,321.32965938425286,103252.75,0,0,0,0,1,0,0,0,1.0,164.25,233.75,94.75,0,0,0,0,0,0,4,935,4,379,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1078,1078,4633034,49672,443,6,60091566,4,2,148.0,252.0,74.0,0.0,37.0,42.72391992003231,126.0,126.0,126.0,0.0,12018313.2,26786693.402354635,59935805.0,30045.0,60091566.0,20030522.0,34558988.8232073,59935805.0,77880.0,60011498.0,60011498.0,0.0,60011498.0,60011498.0,1,0,0,0,80,40,0.06656508169549118,0.03328254084774559,0.0,126.0,67.71428571428571,51.77423518094139,2680.5714285714294,0,1,0,0,1,0,0,0,0.0,79.0,37.0,126.0,0,0,0,0,0,0,4,148,2,252,253,7452,1,20,77880.0,0.0,77880.0,77880.0,59935805.0,0.0,59935805.0,59935805.0,0
1079,1079,7047322,445,41307,6,144,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,144.0,144.0,144.0,144.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,13888.888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1080,1080,1637855,50968,53,17,978,1,1,37.0,99.0,37.0,37.0,37.0,0.0,99.0,99.0,99.0,0.0,978.0,0.0,978.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1022.4948875255625,1022.4948875255625,37.0,99.0,57.66666666666667,35.7957166897568,1281.3333333333335,0,0,0,0,0,0,0,0,1.0,86.5,37.0,99.0,0,0,0,0,0,0,1,37,1,99,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1081,1081,3418765,80,38114,6,4446344,4,4,935.0,398.0,935.0,0.0,233.75,467.50000000000006,398.0,0.0,99.5,199.0,635192.0000000001,1630433.2131528724,4332066.0,7.0,114269.0,38089.66666666667,39023.3659021532,78024.0,46.0,4410092.0,1470030.6666666663,2478898.5522738392,4332066.0,240.0,0,0,0,0,136,136,0.899615504333448,0.899615504333448,0.0,935.0,148.11111111111111,323.1092866370621,104399.61111111114,0,0,0,0,1,0,0,0,1.0,166.625,233.75,99.5,0,0,0,0,0,0,4,935,4,398,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1082,1082,3410028,80,40924,6,4289756,4,4,935.0,354.0,935.0,0.0,233.75,467.50000000000006,354.0,0.0,88.5,177.0,612822.2857142858,1576982.5048897143,4188461.0,6.0,101287.0,33762.33333333333,41937.13538539958,80715.0,24.0,4269178.0,1423059.3333333337,2395243.743966015,4188461.0,261.0,0,0,0,0,136,136,0.9324539670787804,0.9324539670787804,0.0,935.0,143.22222222222226,319.16444733780185,101865.94444444444,0,0,0,0,1,0,0,0,1.0,161.125,233.75,88.5,0,0,0,0,0,0,4,935,4,354,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1083,1083,4294117,58980,53,17,250,1,1,68.0,196.0,68.0,68.0,68.0,0.0,196.0,196.0,196.0,0.0,250.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4000.0,4000.0,68.0,196.0,110.66666666666666,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,166.0,68.0,196.0,0,0,0,0,0,0,1,68,1,196,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1084,1084,3621698,80,60326,6,5211,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5211.0,0.0,5211.0,5211.0,0.0,0.0,0.0,0.0,0.0,5211.0,5211.0,0.0,5211.0,5211.0,0,0,0,0,0,64,0.0,383.8034926117828,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1085,1085,3555467,80,52658,6,4359899,4,4,935.0,299.0,935.0,0.0,233.75,467.50000000000006,299.0,0.0,74.75,149.5,622842.7142857143,1593944.9992278812,4237253.0,5.0,122639.0,40879.66666666667,43382.81886108063,86408.0,20.0,4323663.0,1441221.0,2421449.01138492,4237253.0,34892.0,0,0,0,0,136,136,0.9174524455727072,0.9174524455727072,0.0,935.0,137.11111111111111,315.12515150509824,99303.86111111114,0,0,0,0,1,0,0,0,1.0,154.25,233.75,74.75,0,0,0,0,0,0,4,935,4,299,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1086,1086,5776030,443,50581,6,19,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,52631.57894736842,52631.57894736842,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,115,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1087,1087,3582540,80,44618,6,4291145,4,4,935.0,324.0,935.0,0.0,233.75,467.50000000000006,324.0,0.0,81.0,162.0,613020.7142857143,1561589.1943923358,4153979.0,8.0,137158.0,45719.33333333333,50492.66943164457,99942.0,49.0,4253920.0,1417973.3333333337,2369451.4100260283,4153979.0,47796.0,0,0,0,0,136,136,0.9321521412117278,0.9321521412117278,0.0,935.0,139.88888888888889,316.8360950256632,100385.1111111111,0,0,0,0,1,0,0,0,1.0,157.375,233.75,81.0,0,0,0,0,0,0,4,935,4,324,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1088,1088,394536,46800,53,17,189,1,3,40.0,220.0,40.0,40.0,40.0,0.0,90.0,40.0,73.33333333333333,28.867513459481287,63.0,68.7386354243376,138.0,3.0,0.0,0.0,0.0,0.0,0.0,189.0,94.5,65.76093065034893,141.0,48.0,0,0,0,0,8,24,5291.005291005291,15873.015873015871,40.0,90.0,60.0,27.386127875258307,750.0,0,0,0,0,0,0,0,0,3.0,75.0,40.0,73.33333333333333,0,0,0,0,0,0,1,40,3,220,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1089,1089,3307019,80,36766,6,4715111,4,5,935.0,834.0,935.0,0.0,233.75,467.50000000000006,417.0,0.0,166.8,228.40030647965423,589388.875,1534291.730267975,4381257.0,4.0,333850.0,111283.33333333334,162080.91226709372,297244.0,22.0,4678499.0,1169624.75,2143514.6746270675,4381257.0,13477.0,0,0,0,0,136,168,0.8483363382113379,1.0604204227641725,0.0,935.0,176.89999999999995,317.8166662296572,101007.43333333332,0,0,0,0,1,0,0,0,1.0,196.5555555555556,233.75,166.8,0,0,0,0,0,0,4,935,5,834,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1090,1090,4870191,58970,53,17,79651,2,2,56.0,178.0,28.0,28.0,28.0,0.0,89.0,89.0,89.0,0.0,26550.333333333336,23939.16574012832,47350.0,383.0,79268.0,79268.0,0.0,79268.0,79268.0,32301.0,32301.0,0.0,32301.0,32301.0,0,0,0,0,16,16,25.10954036986353,25.10954036986353,28.0,89.0,52.4,33.411076007815126,1116.3,0,0,0,0,0,0,0,0,1.0,65.5,28.0,89.0,0,0,0,0,0,0,2,56,2,178,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1091,1091,120770,3055,80,6,230,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,4347.826086956522,4347.826086956522,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1092,1092,3481995,80,40538,6,5435401,4,5,935.0,360.0,935.0,0.0,233.75,467.50000000000006,360.0,0.0,72.0,160.99689437998487,679425.125,1514373.4365648613,4326421.0,3.0,97322.0,32440.666666666664,29800.439599665864,58640.0,21.0,5396711.0,1349177.75,2038268.8133792,4326421.0,524.0,0,0,0,0,136,176,0.7359162645037598,0.9198953306296996,0.0,935.0,129.5,304.7991141719412,92902.5,0,0,0,0,1,0,0,0,1.0,143.88888888888889,233.75,72.0,0,0,0,0,0,0,4,935,5,360,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1093,1093,3414669,80,54182,6,4364830,4,4,935.0,310.0,935.0,0.0,233.75,467.50000000000006,310.0,0.0,77.5,155.0,623547.142857143,1607140.9797279171,4267745.0,6.0,97079.0,32359.666666666664,34279.28199850944,68298.0,24.0,4336043.0,1445347.6666666663,2444501.324795373,4267745.0,360.0,0,0,0,0,136,136,0.9164159887097548,0.9164159887097548,0.0,935.0,138.33333333333334,315.8520223142476,99762.5,0,0,0,0,1,0,0,0,1.0,155.625,233.75,77.5,0,0,0,0,0,0,4,935,4,310,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1094,1094,7685707,51849,53,17,1361,1,1,33.0,150.0,33.0,33.0,33.0,0.0,150.0,150.0,150.0,0.0,1361.0,0.0,1361.0,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,734.7538574577518,734.7538574577518,33.0,150.0,72.0,67.54998149518622,4563.0,0,0,0,0,0,0,0,0,1.0,108.0,33.0,150.0,0,0,0,0,0,0,1,33,1,150,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1095,1095,6116111,443,51049,6,2,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1500000.0,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,62,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1096,1096,5605836,50410,80,6,116718708,19,17,1319.0,2364.0,436.0,0.0,69.42105263157895,163.08358994681691,788.0,0.0,139.05882352941174,309.64666770939004,3334820.228571429,4670383.230219053,10004188.0,18.0,116707420.0,6483745.555555555,4705016.0047077695,10015473.0,161.0,116707446.0,7294215.375,4364211.2349725375,10019219.0,511.0,0,0,0,0,392,484,0.16278452979448674,0.1456493161319092,0.0,788.0,99.54054054054052,239.5901123208592,57403.42192192192,0,0,1,1,0,0,0,1,0.0,102.30555555555556,69.42105263157895,139.05882352941177,0,0,0,0,0,0,19,1319,17,2364,8192,292,14,20,92368.08333333334,263733.83899456396,928295.0,11227.0,9633250.250000002,1233322.4074778385,10004188.0,5718454.0,0
1097,1097,3368433,80,38356,6,4308634,4,4,935.0,359.0,935.0,0.0,233.75,467.50000000000006,359.0,0.0,89.75,179.5,615519.1428571428,1584020.3778064672,4207224.0,6.0,101404.0,33801.33333333333,36424.70774533865,72403.0,37.0,4279627.0,1426542.3333333337,2408408.40110068,4207224.0,311.0,0,0,0,0,136,136,0.928368480590368,0.928368480590368,0.0,935.0,143.77777777777774,319.58127987171656,102132.19444444444,0,0,0,0,1,0,0,0,1.0,161.75,233.75,89.75,0,0,0,0,0,0,4,935,4,359,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1098,1098,2882527,52800,443,6,1,1,2,46.0,31.0,46.0,46.0,46.0,0.0,31.0,0.0,15.5,21.92031021678297,0.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,20,40,1000000.0,2000000.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,2.0,41.0,46.0,15.5,0,0,0,0,0,0,1,46,2,31,70,70,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
